feature_name	t.val	p.val	adj.p.val
Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_02_256	-5.37054218475506	2.3588541574552e-06	2.44881046007002e-05
Median_nuclei_Texture_SumVariance_Hematoxylin_3_00_256	-5.17145237168309	2.4425871448145e-06	2.51442794319139e-05
Median_nuclei_Intensity_MaxIntensity_Hematoxylin	5.38522921759919	2.59634412672723e-06	2.65043462936738e-05
StDev_nuclei_Intensity_IntegratedIntensity_Hematoxylin	-5.65091171342615	2.78569147485499e-06	2.82022484024576e-05
Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	-5.25559811563561	2.85464335276781e-06	2.86634271077096e-05
StDev_nuclei_Texture_Variance_Hematoxylin_3_02_256	-5.43903488307602	2.88013356664775e-06	2.86842570662073e-05
StDev_nuclei_Texture_Variance_Hematoxylin_3_03_256	-5.41947664461645	3.0298019199155e-06	2.9931510902391e-05
Mean_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	-5.08415841064624	3.05634318707401e-06	2.99521632333253e-05
StDev_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	-5.38459013066597	3.10365729127445e-06	3.01744458873905e-05
Median_nuclei_Texture_SumVariance_Hematoxylin_3_01_256	-5.08504879176285	3.2705016706352e-06	3.13727531458444e-05
Median_nuclei_Texture_SumVariance_Hematoxylin_3_03_256	-5.10345612234168	3.2781325736066e-06	3.13727531458444e-05
StDev_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin	-5.42149072200815	4.12584293499964e-06	3.91795162432136e-05
StDev_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_00_256	-4.82329691004593	4.338957806091e-06	4.08863331727806e-05
bladder_firstorder_Mean	-5.17918555895989	4.45163852716294e-06	4.1627917524997e-05
StDev_nuclei_RadialDistribution_RadialCV_Hematoxylin_2of4	-5.09918241578256	5.51453443095024e-06	5.11765505902579e-05
cancer_firstorder_TotalEnergy	-4.74536924526813	5.90532991402184e-06	5.43911965765169e-05
cancer_shape_MeshVolume	-4.73061147894837	6.01192239762289e-06	5.45526291636151e-05
cancer_shape_VoxelVolume	-4.73103111133382	6.00553626297454e-06	5.45526291636151e-05
Mean_plasm_Texture_Variance_Hematoxylin_3_00_256	-5.01324197684685	6.24804196332301e-06	5.62783191549315e-05
bladder_glszm_SmallAreaEmphasis	-5.16106738043785	6.36441806112505e-06	5.65658622062429e-05
Median_nuclei_Texture_SumVariance_Hematoxylin_3_02_256	-4.94844966525483	6.37231753833593e-06	5.65658622062429e-05
bladder_gldm_DependenceEntropy	-5.38087933085004	6.48805710702773e-06	5.71789205475465e-05
StDev_nuclei_AreaShape_EquivalentDiameter	-5.3570536192266	7.14706833800407e-06	6.25368479575356e-05
Mean_plasm_Texture_Variance_Hematoxylin_3_02_256	-4.97189290581631	7.33183249797609e-06	6.369854475192e-05
StDev_plasm_Texture_AngularSecondMoment_Hematoxylin_3_02_256	-4.69232528997293	7.425813825788e-06	6.4060717863312e-05
Mean_nuclei_AreaShape_Perimeter	-5.18164841828514	7.63292920508914e-06	6.53869809526867e-05
Mean_plasm_Texture_Variance_Hematoxylin_3_03_256	-4.90104642655558	9.53726433415921e-06	8.11329778426738e-05
Mean_plasm_Texture_Variance_Hematoxylin_3_01_256	-4.89847798918905	9.72591287351227e-06	8.21671949658795e-05
Median_plasm_Texture_Variance_Hematoxylin_3_02_256	-4.7688690003031	1.10035491729518e-05	9.23242995675748e-05
Median_plasm_Texture_Variance_Hematoxylin_3_00_256	-4.74451597435973	1.17984379225407e-05	9.83203160211727e-05
Mean_nuclei_Texture_Variance_Hematoxylin_3_00_256	-4.86389904152652	1.25551803772649e-05	0.000103919567311821
Mean_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_03_256	-4.8619256612557	1.38417405232083e-05	0.000113799544570001
StDev_plasm_Intensity_StdIntensity_Hematoxylin	-4.95509173967823	1.4097646568027e-05	0.000115130780305553
Mean_nuclei_Texture_Variance_Hematoxylin_3_02_256	-4.82075954272706	1.47500709911246e-05	0.000119661171947865
Median_plasm_Texture_Variance_Hematoxylin_3_03_256	-4.64217135766501	1.82629240280759e-05	0.000147184749568375
Mean_nuclei_Texture_Variance_Hematoxylin_3_03_256	-4.7571197865015	1.85143984490491e-05	0.000148236196732583
Mean_nuclei_Texture_Variance_Hematoxylin_3_01_256	-4.7541651373312	1.88167952028432e-05	0.000149679052749889
Median_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	-4.71204268030231	1.95046474904491e-05	0.000154149633392259
StDev_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	-4.45850135640358	1.98588866427779e-05	0.000155943180367967
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_8	4.92808715525109	2.14957893575054e-05	0.000167721923330854
StDev_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_03_256	-4.42278292486898	2.27241518978672e-05	0.000176184089081565
StDev_plasm_Texture_SumAverage_Hematoxylin_3_00_256	-4.91833594317672	2.35671411045206e-05	0.000181570741214074
StDev_plasm_Texture_SumAverage_Hematoxylin_3_01_256	-4.8910235935969	2.550432280029e-05	0.00019526747143972
StDev_plasm_Texture_SumAverage_Hematoxylin_3_03_256	-4.88272279658656	2.586587036989e-05	0.000196805535423076
cancer_shape_Maximum2DDiameterRow	-4.7309934027336	2.65744467916075e-05	0.000199446827413585
Mean_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	-4.66757719133475	2.67014528129208e-05	0.000199446827413585
Mean_plasm_Intensity_StdIntensityEdge_Hematoxylin	-4.7040257277041	2.64920341393429e-05	0.000199446827413585
StDev_plasm_Texture_SumAverage_Hematoxylin_3_02_256	-4.8620907243508	2.78631926793384e-05	0.000206863097164785
Mean_plasm_Texture_DifferenceVariance_Hematoxylin_3_01_256	-4.61346869643777	2.81413914896783e-05	0.000207669907077445
Median_plasm_Texture_Variance_Hematoxylin_3_01_256	-4.48108166151794	3.36250449048448e-05	0.000246650778493622
Median_plasm_Intensity_StdIntensityEdge_Hematoxylin	-4.58674875527143	3.43409512100751e-05	0.000250402769240131
cancer_shape_LeastAxisLength	-4.51912394769062	3.51644992189036e-05	0.000254890600847082
Median_nuclei_Texture_Variance_Hematoxylin_3_00_256	-4.48740573326685	3.62607437553465e-05	0.000261290653531173
Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_02_256	-4.54284166161962	4.25911752346323e-05	0.000305112220248097
Median_nuclei_Texture_Variance_Hematoxylin_3_02_256	-4.43882533492371	4.4005311092723e-05	0.000313409919119684
cancer_shape_SurfaceArea	-4.31825880243253	4.51303615037519e-05	0.000319564698509226
StDev_plasm_Intensity_MeanIntensity_Hematoxylin	-4.7152760034912	4.54498276903022e-05	0.000319977235175978
StDev_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_01_256	-4.23763834552706	4.59476851742647e-05	0.000321633796219853
cancer_firstorder_Median	-4.51400008741864	4.77939326514913e-05	0.000331928910656883
Median_nuclei_Texture_Variance_Hematoxylin_3_03_256	-4.41753346674791	4.7960340560219e-05	0.000331928910656883
bladder_firstorder_Median	-4.42674202316229	4.92078566297153e-05	0.000338649575120232
StDev_plasm_Intensity_MADIntensity_Hematoxylin	-4.50300584993876	5.64937433830415e-05	0.000386619193543161
StDev_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_03_256	-4.43407036203169	6.03863020793288e-05	0.000410962333595432
Median_nuclei_Texture_Variance_Hematoxylin_3_01_256	-4.33848483431163	6.19748410722813e-05	0.000419442985157705
Median_plasm_Intensity_StdIntensity_Hematoxylin	-4.41591474737621	6.29135084058207e-05	0.000423456306577639
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_8	4.5392351420975	6.49322472404647e-05	0.000434655753385624
Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_03_256	-4.36515870612943	7.13565846282467e-05	0.000475064218313055
StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	4.6901601781144	7.67953999607534e-05	0.000508510080821205
StDev_plasm_Texture_AngularSecondMoment_Hematoxylin_3_03_256	-4.11579841651609	7.82585833008284e-05	0.000515412712599542
cancer_firstorder_Mean	-4.36490662858242	8.21633562009388e-05	0.000538235889551604
StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_02_256	4.66030434732396	8.70193673896748e-05	0.000567014494959317
Mean_plasm_Texture_AngularSecondMoment_Hematoxylin_3_01_256	-4.18664530156294	9.32825640176622e-05	0.000602613314639595
Mean_plasm_Texture_AngularSecondMoment_Hematoxylin_3_03_256	-4.18988873420465	9.34665549236923e-05	0.000602613314639595
Mean_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	-4.30645493710699	9.5274772221384e-05	0.000607872895683309
Median_nuclei_Texture_Entropy_Hematoxylin_3_03_256	-4.39714334645575	9.51344922323267e-05	0.000607872895683309
StDev_plasm_Texture_AngularSecondMoment_Hematoxylin_3_01_256	-4.04428383734651	9.68661309660364e-05	0.000614823888255931
Mean_plasm_Intensity_StdIntensity_Hematoxylin	-4.31608886354584	9.98604316764568e-05	0.000630562004142575
bladder_firstorder_MeanAbsoluteDeviation	-4.32438151553555	0.000100446944917541	0.000631012859097375
Mean_plasm_Texture_SumAverage_Hematoxylin_3_00_256	4.29173864558589	0.000102806073301836	0.000642537958136477
Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_1of4	-4.30285596003098	0.000106239289782743	0.000660625025298782
Mean_plasm_Texture_SumAverage_Hematoxylin_3_02_256	4.26732190628413	0.000112238303214834	0.00069440364362713
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_6_6	4.38871711331158	0.000113344741191291	0.000697725165624781
Median_nuclei_Texture_Entropy_Hematoxylin_3_01_256	-4.35047304174084	0.000115274278001158	0.000702542241549347
StDev_plasm_Intensity_StdIntensityEdge_Hematoxylin	-4.34110322394312	0.000115098536064171	0.000702542241549347
StDev_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	-4.25155356888821	0.000126466620799553	0.000766938665739865
Mean_plasm_Texture_SumAverage_Hematoxylin_3_01_256	4.2145588475793	0.000131534161806487	0.000789849746141898
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_2_2	4.23797249158846	0.000131002396130359	0.000789849746141898
Mean_plasm_Intensity_LowerQuartileIntensity_Hematoxylin	4.18306462765967	0.000140770630510107	0.000841190353048201
Mean_plasm_Texture_SumAverage_Hematoxylin_3_03_256	4.16674042038075	0.000153684086620734	0.000913898087914558
cancer_firstorder_RootMeanSquared	-4.17420354669474	0.000157123706623925	0.000925839068676593
StDev_nuclei_Intensity_StdIntensityEdge_Hematoxylin	-4.24217027899783	0.000157203694926311	0.000925839068676593
StDev_plasm_Texture_SumEntropy_Hematoxylin_3_01_256	-4.32720660534536	0.000164031352772808	0.00096142778539086
Mean_plasm_Intensity_MeanIntensity_Hematoxylin	4.15777816141144	0.000167597816800561	0.000977653931336608
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_6_6	4.20913597951065	0.000178347595615741	0.00103543035369328
StDev_plasm_Intensity_MedianIntensity_Hematoxylin	-4.2076651096886	0.000186045612268522	0.00107502771240066
Median_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	-4.09355425263429	0.000192152047180171	0.00110509980185779
StDev_plasm_Texture_SumEntropy_Hematoxylin_3_03_256	-4.23304889290496	0.000207607660550322	0.00118840833726236
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_2_2	4.11252685103825	0.00021078419790404	0.00120097973224395
Median_nuclei_Intensity_StdIntensityEdge_Hematoxylin	-4.04596686657436	0.0002214778171775	0.00125027800019557
StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_03_256	4.30482724197938	0.000220610229322702	0.00125027800019557
Mean_nuclei_Intensity_StdIntensityEdge_Hematoxylin	-4.06847466947858	0.000229961220327217	0.00129221327936166
Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_03_256	-3.97565272239144	0.000242690613652283	0.00135751598960752
StDev_nuclei_Intensity_StdIntensity_Hematoxylin	-4.13098692901654	0.000245875805462865	0.00136908118950913
StDev_nuclei_Intensity_MADIntensity_Hematoxylin	-4.0352609786481	0.000252312773896069	0.00139856628064563
Median_nuclei_Intensity_StdIntensity_Hematoxylin	-4.00091644504949	0.000264635110741286	0.00146026130927061
Median_plasm_Intensity_MeanIntensityEdge_Hematoxylin	4.0894709655986	0.000268138376210942	0.00147295744779553
bladder_glcm_SumEntropy	-4.11496583440795	0.000270019671187847	0.00147667007680854
Mean_nuclei_Texture_DifferenceVariance_Hematoxylin_3_02_256	-3.98637584561757	0.000274442442774513	0.00149418663288346
Median_plasm_AreaShape_MedianRadius	-4.05734513464746	0.00028166311554521	0.00152671379001275
Mean_plasm_Intensity_MeanIntensityEdge_Hematoxylin	4.04385312510763	0.000303195390140356	0.00163159808653943
StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_01_256	4.18513152040589	0.000303677031617134	0.00163159808653943
StDev_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	-4.07480273476352	0.000307466664243377	0.00164474525632374
bladder_firstorder_TotalEnergy	-3.71147510846511	0.000309087422470933	0.00164622648924736
Mean_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	3.97666225244208	0.000316385844212968	0.00167780371931119
bladder_firstorder_RobustMeanAbsoluteDeviation	-3.95142976571424	0.000336044006758924	0.00176675497115743
StDev_plasm_Texture_SumEntropy_Hematoxylin_3_02_256	-4.06333730151327	0.000335245509792537	0.00176675497115743
StDev_nuclei_Texture_SumAverage_Hematoxylin_3_01_256	-4.03570137882586	0.000342706352518125	0.001794082401003
