feature_name	t.val	p.val	adj.p.val
Median_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256	-5.98301768940106	1.73292644279711e-07	4.91520954684272e-06
Mean_nuclei_Intensity_IntegratedIntensity_Hematoxylin	-6.17897040809071	4.0673444620032e-07	1.05750956012083e-05
StDev_nuclei_AreaShape_Area	-6.19007252478055	4.0525252413087e-07	1.05750956012083e-05
StDev_plasm_Intensity_LowerQuartileIntensity_Hematoxylin	-5.93270537087037	4.96836476307657e-07	1.24010384486391e-05
bladder_firstorder_90Percentile	-5.77336467190156	6.38033087070775e-07	1.53127940896986e-05
bladder_glcm_Imc1	5.48979333686572	8.14423418582968e-07	1.88222301183619e-05
StDev_nuclei_RadialDistribution_RadialCV_Hematoxylin_4of4	-5.81321342240036	8.45704280221776e-07	1.88471239592281e-05
bladder_glszm_SizeZoneNonUniformityNormalized	-5.55759550331222	1.18228910507655e-06	2.54396000540609e-05
Median_nuclei_Intensity_MaxIntensity_Hematoxylin	5.38522921759919	2.59634412672723e-06	5.40039578359265e-05
Median_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	-5.25559811563561	2.85464335276781e-06	5.56655453789723e-05
StDev_nuclei_Intensity_IntegratedIntensity_Hematoxylin	-5.65091171342615	2.78569147485499e-06	5.56655453789723e-05
Mean_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	-5.08415841064624	3.05634318707401e-06	5.7792671173763e-05
StDev_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin	-5.42149072200815	4.12584293499964e-06	7.57213526894051e-05
bladder_firstorder_Mean	-5.17918555895989	4.45163852716294e-06	7.71617344708244e-05
StDev_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_00_256	-4.82329691004593	4.338957806091e-06	7.71617344708244e-05
cancer_shape_MeshVolume	-4.73061147894837	6.01192239762289e-06	9.61907583619663e-05
cancer_shape_VoxelVolume	-4.73103111133382	6.00553626297454e-06	9.61907583619663e-05
cancer_firstorder_TotalEnergy	-4.74536924526813	5.90532991402186e-06	9.61907583619663e-05
bladder_glszm_SmallAreaEmphasis	-5.16106738043785	6.36441806112504e-06	9.87450642630561e-05
bladder_gldm_DependenceEntropy	-5.38087933085004	6.48805710702773e-06	9.87450642630561e-05
StDev_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	-4.45850135640358	1.98588866427779e-05	0.000295046315835557
StDev_plasm_Texture_SumAverage_Hematoxylin_3_00_256	-4.91833594317672	2.35671411045206e-05	0.00034199758254002
cancer_shape_Maximum2DDiameterRow	-4.7309934027336	2.65744467916075e-05	0.000368498995510291
Mean_plasm_Intensity_StdIntensityEdge_Hematoxylin	-4.7040257277041	2.64920341393429e-05	0.000368498995510291
cancer_shape_LeastAxisLength	-4.51912394769062	3.51644992189036e-05	0.00047701407636078
cancer_shape_SurfaceArea	-4.31825880243253	4.51303615037519e-05	0.00059917756549662
cancer_firstorder_Median	-4.51400008741864	4.77939326514913e-05	0.000621321124469386
bladder_firstorder_Median	-4.42674202316229	4.92078566297153e-05	0.000626646990549844
StDev_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	4.6901601781144	7.67953999607534e-05	0.000958406591510203
cancer_firstorder_Mean	-4.36490662858242	8.21633562009388e-05	0.00100529282881149
Mean_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	-4.30645493710699	9.5274772221384e-05	0.00114329726665661
bladder_firstorder_MeanAbsoluteDeviation	-4.32438151553555	0.000100446944917541	0.00118262063450086
Mean_plasm_Texture_SumAverage_Hematoxylin_3_00_256	4.29173864558589	0.000102806073301836	0.00118798129148788
StDev_plasm_Intensity_StdIntensityEdge_Hematoxylin	-4.34110322394312	0.000115098536064171	0.00130584520916441
StDev_nuclei_Texture_InverseDifferenceMoment_Hematoxylin_3_01_256	-4.25155356888821	0.000126466620799553	0.00140919948890931
Mean_plasm_Intensity_LowerQuartileIntensity_Hematoxylin	4.18306462765967	0.000140770630510107	0.00154106795505801
cancer_firstorder_RootMeanSquared	-4.17420354669474	0.000157123706623925	0.00166262890905116
StDev_nuclei_Intensity_StdIntensityEdge_Hematoxylin	-4.24217027899783	0.000157203694926311	0.00166262890905116
bladder_glcm_SumEntropy	-4.11496583440795	0.000270019671187847	0.00280820458035361
bladder_firstorder_TotalEnergy	-3.71147510846511	0.000309087422470933	0.00311081534873972
StDev_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	-4.07480273476352	0.000307466664243377	0.00311081534873972
bladder_firstorder_RobustMeanAbsoluteDeviation	-3.95142976571424	0.000336044006758924	0.00332843587646934
bladder_glrlm_RunEntropy	-3.89019912027117	0.000422706762687747	0.00405798492180237
Mean_nuclei_Intensity_LowerQuartileIntensity_Hematoxylin	3.86804498393041	0.0004197630576516	0.00405798492180237
bladder_firstorder_InterquartileRange	-3.84650086566724	0.000453168456389037	0.00428450176949635
Median_plasm_AreaShape_MeanRadius	-3.84908340188361	0.000506683753554952	0.00471896510773567
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_0_0	-3.90112480930463	0.000514315706124731	0.00471960295032106
StDev_nuclei_AreaShape_FormFactor	3.92381742178035	0.000530262114470715	0.00479541390477864
bladder_glszm_GrayLevelNonUniformityNormalized	3.88445171260115	0.000586242568246618	0.00515232905050549
cancer_shape_SurfaceVolumeRatio	3.81775568323308	0.000580377549271412	0.00515232905050549
Median_plasm_Texture_SumAverage_Hematoxylin_3_00_256	3.71041985266587	0.000635624166898678	0.00550874277978854
Median_plasm_Texture_AngularSecondMoment_Hematoxylin_3_00_256	-3.68536085180858	0.000674973773829769	0.00576963883383254
cancer_firstorder_10Percentile	-3.56412442645069	0.000759557382635105	0.00640491630762575
bladder_firstorder_Variance	-3.44284993945966	0.000800881781402851	0.00659215411058702
bladder_gldm_GrayLevelVariance	-3.44211454059687	0.000802890564750983	0.00659215411058702
StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0	3.61746289121372	0.000851952394592767	0.00690413369124528
bladder_firstorder_Entropy	-3.68688604266134	0.000880924480272733	0.00704739584218186
bladder_glcm_ClusterTendency	-3.38376422515398	0.00098854153333056	0.0078082267949148
StDev_nuclei_Texture_Correlation_Hematoxylin_3_00_256	3.48621452855946	0.00108928869181733	0.00839155732955576
StDev_plasm_AreaShape_Extent	3.66350423036043	0.00107935394495676	0.00839155732955576
bladder_glcm_SumSquares	-3.34350078301422	0.00111631109338606	0.00844943698502373
Mean_nuclei_AreaShape_Zernike_4_0	3.6757079004473	0.00112388344512335	0.00844943698502373
bladder_glrlm_GrayLevelNonUniformityNormalized	3.60217384204689	0.00118229288024644	0.00878274711040211
Texture_InfoMeas2_Hematoxylin_3_00_256	-3.50617839484079	0.00120856226220897	0.00887226884256939
cancer_firstorder_Energy	-3.27336152938785	0.00137791146052373	0.0099978692019396
bladder_firstorder_Skewness	-3.23324129035254	0.00156554550008286	0.0112287401385254
bladder_glrlm_GrayLevelVariance	-3.23040688651235	0.00162744888783909	0.0115400921137681
Median_nuclei_Texture_SumAverage_Hematoxylin_3_00_256	3.33044063856386	0.00206874557346761	0.0145044633465594
cancer_glrlm_RunLengthNonUniformity	-3.13573759431873	0.00216647190842128	0.0150208718983876
Median_plasm_AreaShape_Zernike_9_9	-3.35423132059187	0.00219492876143416	0.0150509400784057
cancer_glszm_LargeAreaEmphasis	-3.1305935170578	0.00225149852907658	0.015185969251683
cancer_glszm_ZoneVariance	-3.12885420438945	0.00226329349424122	0.015185969251683
bladder_firstorder_Uniformity	3.33601374596892	0.00242484076877057	0.016034528326198
Mean_nuclei_Texture_Entropy_Hematoxylin_3_00_256	-3.25925187140763	0.00246685051172277	0.016034528326198
Mean_plasm_AreaShape_Zernike_9_9	-3.34348344683588	0.00246044754399706	0.016034528326198
cancer_firstorder_90Percentile	-3.26768196092069	0.00255753719801753	0.0164408118071294
cancer_gldm_DependenceNonUniformity	-3.0799799050595	0.00258205057227353	0.0164408118071294
cancer_glszm_SizeZoneNonUniformity	-3.07077225432061	0.00263654567886832	0.0164789975030776
Mean_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4	-3.24693637511573	0.00264086498446756	0.0164789975030776
cancer_glrlm_GrayLevelNonUniformity	-3.07314283353559	0.00284857291293096	0.0175084320395856
Median_plasm_Intensity_LowerQuartileIntensity_Hematoxylin	3.17930731812438	0.00286195523723995	0.0175084320395856
cancer_glcm_JointAverage	-3.03508503099583	0.00312171986119082	0.0189121669260492
Median_nuclei_RadialDistribution_MeanFrac_Hematoxylin_3of4	-3.16110298684819	0.00332869362040992	0.0199721617224595
cancer_shape_Maximum2DDiameterSlice	-3.14019440552007	0.00346526149947134	0.0203992752421709
Mean_plasm_AreaShape_Extent	-3.2032531373438	0.00345294025384523	0.0203992752421709
cancer_gldm_GrayLevelNonUniformity	-2.98088046396591	0.00382020661041783	0.0222785880831843
bladder_glcm_JointEntropy	-3.1207560384853	0.00397145974782144	0.0225290080240053
Median_nuclei_AreaShape_Zernike_4_0	3.17541138103117	0.00393719998473014	0.0225290080240053
Median_plasm_AreaShape_Zernike_1_1	-3.13642854280077	0.00390883191105024	0.0225290080240053
Median_plasm_AreaShape_Extent	-3.1305980948694	0.00413451848004184	0.0232426984823974
StDev_plasm_AreaShape_Zernike_4_4	-3.0915786283281	0.00432533186043331	0.0240982775081284
Mean_nuclei_Texture_AngularSecondMoment_Hematoxylin_3_00_256	-2.93668844798735	0.00451508591809801	0.0249328638309129
Texture_InfoMeas1_Hematoxylin_3_00_256	2.96661212299581	0.00478525373246045	0.0261929677987309
StDev_nuclei_AreaShape_Compactness	3.0788159825405	0.00488824550889359	0.0265240451960835
cancer_glszm_GrayLevelNonUniformity	-2.86008821785363	0.00511425121877923	0.0275111444872262
StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256	-2.83789744671696	0.00543219502964207	0.0289717068247577
bladder_glszm_GrayLevelVariance	-2.8336739919662	0.00552372812161221	0.0292102232871697
StDev_nuclei_Texture_Contrast_Hematoxylin_3_00_256	2.98187682386215	0.00576732439872805	0.030242104410137
cancer_glszm_SmallAreaHighGrayLevelEmphasis	-2.80769318721127	0.00587726498260018	0.0305617779095209
bladder_shape_MinorAxisLength	2.89335490494346	0.00607276834033365	0.0313174168956049
Mean_plasm_AreaShape_Zernike_1_1	-2.95695754030313	0.00627747999995626	0.0321077665571533
StDev_nuclei_AreaShape_Zernike_6_4	-2.93365586426075	0.00649029516481171	0.0329263754702643
bladder_shape_Elongation	2.84234430513148	0.0065645152111418	0.0330343346109071
bladder_firstorder_Maximum	-2.76119884660082	0.00664083331953395	0.0331510399311135
bladder_glcm_Contrast	-2.7521673521146	0.00687410336267442	0.0332514767310763
cancer_glszm_HighGrayLevelZoneEmphasis	-2.75603500532964	0.00680087228158411	0.0332514767310763
Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_0	-2.93154393508384	0.0068246790958645	0.0332514767310763
Median_plasm_Intensity_MinIntensityEdge_Hematoxylin	2.90360394876449	0.00686382221336536	0.0332514767310763
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_6_0	2.83110871045312	0.00710889045415404	0.0341226741799394
StDev_plasm_Texture_DifferenceEntropy_Hematoxylin_3_00_256	-2.86242698059366	0.00752891352215493	0.0358629163192723
cancer_shape_MajorAxisLength	-2.8312557083996	0.00798569074017196	0.0377505380444493
Median_nuclei_AreaShape_Zernike_2_0	-2.8426868706328	0.00809261646374352	0.0379683659652327
Median_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_6_2	2.80961179134837	0.00816631217806084	0.038028199993358
StDev_nuclei_RadialDistribution_RadialCV_Hematoxylin_1of4	-2.76898396538324	0.00864659366373632	0.0399664773790479
cancer_shape_MinorAxisLength	-2.7887977670676	0.0089114208480741	0.0408876956558694
Mean_nuclei_AreaShape_Zernike_3_3	-2.78576576098777	0.00899046663962913	0.0409492787089677
Median_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	-2.74799035488336	0.00946522569121197	0.0427992813863498
StDev_plasm_Texture_Contrast_Hematoxylin_3_00_256	2.76807918343109	0.00978196939851216	0.0439133014724575
bladder_glcm_DifferenceVariance	-2.61575098176269	0.0100807728542103	0.0449314447216232
cancer_gldm_SmallDependenceHighGrayLevelEmphasis	-2.59256555642144	0.0106644908184852	0.0468636779629211
StDev_nuclei_AreaShape_Zernike_4_0	2.7473598840713	0.0106387935508271	0.0468636779629211
StDev_nuclei_RadialDistribution_FracAtD_Hematoxylin_3of4	2.66760421183232	0.0121932247806561	0.0532067990428631
bladder_gldm_SmallDependenceEmphasis	-2.59947744440164	0.0127463329784815	0.05523410957342
cancer_firstorder_Range	-2.51481479803221	0.0132676445626272	0.0564285631249011
cancer_gldm_DependenceEntropy	-2.65715321011116	0.0132932672746161	0.0564285631249011
StDev_nuclei_Location_CenterMassIntensity_Y_Hematoxylin	-2.66390346268498	0.0131833550311961	0.0564285631249011
Mean_nuclei_RadialDistribution_FracAtD_Hematoxylin_1of4	-2.59392966937834	0.0135906460450509	0.0573011022439982
StDev_nuclei_AreaShape_BoundingBoxMaximum_Y	-2.64736723915805	0.0136982932070593	0.0573673487329193
cancer_glrlm_HighGrayLevelRunEmphasis	-2.49682761625438	0.0139227143199472	0.0575349254016362
StDev_nuclei_Texture_DifferenceVariance_Hematoxylin_3_00_256	-2.4989190900976	0.0138569253033335	0.0575349254016362
cancer_gldm_HighGrayLevelEmphasis	-2.48863849824276	0.0142301798769534	0.0582988163763244
Texture_SumEntropy_Hematoxylin_3_00_256	-2.60971161562474	0.0142944213230411	0.0582988163763244
cancer_glcm_Autocorrelation	-2.48386020355661	0.0144125877989677	0.0583990570555574
bladder_glcm_JointEnergy	2.62005388445119	0.0145228965495459	0.0584663706252688
bladder_glcm_ClusterProminence	-2.4643941711802	0.0153792640193178	0.0603563569060021
cancer_glrlm_ShortRunHighGrayLevelEmphasis	-2.46143159053934	0.0152683691817076	0.0603563569060021
StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_4_4	-2.6118363825108	0.0151219886376404	0.0603563569060021
StDev_plasm_AreaShape_Zernike_8_6	-2.57860828409401	0.0153263795216991	0.0603563569060021
cancer_shape_Maximum3DDiameter	-2.54177620510022	0.0160497505116471	0.0625940269954238
StDev_plasm_Location_CenterMassIntensity_Y_Hematoxylin	-2.54373752230651	0.0173788257177641	0.0673564425334459
cancer_glszm_SmallAreaLowGrayLevelEmphasis	2.55251566210886	0.0175911901468553	0.0677586583434425
Mean_nuclei_AreaShape_Zernike_5_3	-2.53349379739046	0.0181898280994934	0.0696346793502077
bladder_firstorder_Range	-2.38361419170377	0.0187395778791334	0.0705339399704322
bladder_glszm_ZoneEntropy	-2.47369738328124	0.0186060133861042	0.0705339399704322
cancer_glszm_ZoneEntropy	-2.49201412597709	0.0187638365946983	0.0705339399704322
Median_nuclei_AreaShape_Zernike_7_1	-2.48491261880575	0.0189289839099289	0.07072865844189
cancer_glrlm_RunEntropy	-2.4969426235827	0.0191740701235076	0.0712179747444567
cancer_gldm_LargeDependenceHighGrayLevelEmphasis	-2.36896362535246	0.0196095590690041	0.0724045257932458
cancer_glszm_LowGrayLevelZoneEmphasis	2.4604500340799	0.0217761871102226	0.0799314162163464
cancer_glrlm_ShortRunLowGrayLevelEmphasis	2.43862519628594	0.0227613938161882	0.0830591212941604
Texture_Variance_Hematoxylin_3_00_256	-2.39297716177268	0.0230585478429923	0.0836542665931815
cancer_firstorder_Maximum	-2.28600123838989	0.0240792316172581	0.0868468938295947
cancer_glrlm_LowGrayLevelRunEmphasis	2.4111015873803	0.0242169223178678	0.0868468938295947
cancer_gldm_LowGrayLevelEmphasis	2.40361563850822	0.0245990272797241	0.0877131029859876
StDev_plasm_AreaShape_BoundingBoxMaximum_X	-2.38115304192519	0.025218844719413	0.0894122676415551
Mean_nuclei_AreaShape_Compactness	2.35150785481692	0.0257898230433551	0.0909200541189467
StDev_plasm_AreaShape_Zernike_9_9	-2.34768242196069	0.0270527496203192	0.0948366054105571
Mean_plasm_AreaShape_Eccentricity	2.32594621779627	0.0273820651199478	0.0950544818506761
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_2_2	2.33441724347366	0.0274195620723104	0.0950544818506761
Mean_nuclei_AreaShape_Zernike_5_5	-2.31115725247466	0.0276643552261585	0.0953732467465355
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	2.33216490482724	0.027864352235525	0.0955349219503714
StDev_plasm_AreaShape_Zernike_6_6	-2.29071402203581	0.0297688087342944	0.101506757651365
Median_plasm_AreaShape_Compactness	2.31487972204134	0.0299957912860255	0.101724857404782
cancer_glrlm_LongRunHighGrayLevelEmphasis	-2.19223365252277	0.0303860275120845	0.101940221330864
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	2.27988785786906	0.0303248492714244	0.101940221330864
bladder_glszm_LargeAreaEmphasis	2.28373057693276	0.0309227356422851	0.102147157887792
bladder_glszm_ZoneVariance	2.2834930381326	0.0309388026294755	0.102147157887792
Texture_SumVariance_Hematoxylin_3_00_256	-2.26700375024337	0.0306280185755386	0.102147157887792
cancer_shape_Maximum2DDiameterColumn	-2.25501643274744	0.0311991460133483	0.102464563749102
cancer_gldm_SmallDependenceLowGrayLevelEmphasis	2.26737776703367	0.0325177844436989	0.105722061305495
Median_plasm_AreaShape_Zernike_4_4	-2.25745951785545	0.0325298650170755	0.105722061305495
bladder_gldm_SmallDependenceHighGrayLevelEmphasis	-2.15808924865842	0.0328746174259765	0.105755928110648
Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_1_1	2.25193297572847	0.032879246880554	0.105755928110648
StDev_plasm_AreaShape_BoundingBoxMaximum_Y	-2.24460628194172	0.0337965637650466	0.108149004048149
cancer_glcm_Idmn	-2.22926190956263	0.0340722304278582	0.108474856056038
Median_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_7_1	2.22416520594413	0.0343607135440757	0.108837996200524
Mean_nuclei_AreaShape_Zernike_9_7	-2.21375437476932	0.0345612692018313	0.108920363545165
Mean_plasm_AreaShape_Zernike_5_3	-2.2172729977358	0.0355798359497138	0.111566922776992
bladder_gldm_GrayLevelNonUniformity	2.20071341264864	0.0368626179851699	0.11501136811373
cancer_gldm_GrayLevelVariance	-2.09779732793305	0.0381434020788689	0.116673935770658
Median_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	2.20089208535354	0.0381076158208863	0.116673935770658
StDev_nuclei_Texture_InfoMeas1_Hematoxylin_3_00_256	2.18894590274934	0.0378663801562104	0.116673935770658
StDev_plasm_AreaShape_Zernike_9_3	2.17752981166597	0.0380475329975194	0.116673935770658
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_0	2.18731624660634	0.0384283245340333	0.116972070776765
cancer_glszm_SizeZoneNonUniformityNormalized	-2.1562572791946	0.0392608145021196	0.118925962375353
bladder_glszm_GrayLevelNonUniformity	2.15897132378134	0.0397647872215428	0.119294361664628
cancer_firstorder_Variance	-2.08157253062145	0.0396214578300546	0.119294361664628
cancer_glrlm_GrayLevelVariance	-2.07324729946806	0.0402124453555956	0.119488409056627
Median_nuclei_AreaShape_Zernike_5_5	-2.14745020492546	0.0401396966223572	0.119488409056627
StDev_nuclei_AreaShape_Zernike_5_3	-2.14586679958077	0.0406002694287844	0.120069043239628
bladder_glszm_ZonePercentage	-2.09646124688386	0.0414931185252063	0.121557304975252
Mean_nuclei_AreaShape_Zernike_6_4	-2.13313262704148	0.0414845280084331	0.121557304975252
cancer_glszm_SmallAreaEmphasis	-2.12702137251681	0.0425162589089844	0.122824747959288
StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_9_7	-2.12641208134403	0.042203622196252	0.122824747959288
StDev_plasm_Location_CenterMassIntensity_X_Hematoxylin	-2.13865840039669	0.0425112983453282	0.122824747959288
bladder_firstorder_Kurtosis	-2.02743260523537	0.0447683926386181	0.128734917080635
bladder_glrlm_ShortRunEmphasis	-2.07696076266696	0.0464446354999992	0.13294244289908
cancer_firstorder_Minimum	2.00877512373755	0.0470074916692506	0.133939154345262
bladder_glcm_DifferenceAverage	-2.0439394662449	0.0488626178384428	0.136584670794386
bladder_glrlm_RunLengthNonUniformityNormalized	-2.05011803817669	0.0488764485355616	0.136584670794386
cancer_glcm_ClusterTendency	-1.99406960889998	0.0484021829270675	0.136584670794386
cancer_glszm_LargeAreaHighGrayLevelEmphasis	-1.99684511379819	0.0484708167733567	0.136584670794386
Median_nuclei_AreaShape_Zernike_6_0	2.05452589433257	0.0490303946441384	0.136584670794386
cancer_glszm_GrayLevelNonUniformityNormalized	2.04935515712816	0.0505403011334649	0.140165101810143
bladder_glcm_DifferenceEntropy	-2.02651375378821	0.0513166737153821	0.140546262114279
cancer_glcm_SumSquares	-1.96661099581752	0.051578676320785	0.140546262114279
cancer_glrlm_LongRunLowGrayLevelEmphasis	2.0582313483672	0.0512651699484826	0.140546262114279
Median_nuclei_AreaShape_Zernike_5_3	-2.0462440765606	0.0514475291709549	0.140546262114279
StDev_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_5_1	2.02523307120359	0.0524050242218236	0.142177109193121
bladder_glrlm_GrayLevelNonUniformity	2.02236507064133	0.0533619584733945	0.144146589122936
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_8_0	2.00502808799124	0.0540424298419871	0.144731657602575
StDev_nuclei_Texture_Entropy_Hematoxylin_3_00_256	-2.01394553089995	0.0538614009059545	0.144731657602575
bladder_glcm_MaximumProbability	2.00150749651987	0.0552867919287733	0.147431445143395
Mean_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	1.98988760721914	0.0590252127751673	0.156730777751933
StDev_plasm_Intensity_IntegratedIntensityEdge_Hematoxylin	1.97179299771376	0.0612305443035887	0.161897710362031
StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_9_5	-1.95536805225859	0.0616500917289913	0.162319228856078
bladder_glrlm_RunPercentage	-1.93171460321536	0.0634658364029732	0.165256086406763
Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_8_8	1.93316352552869	0.0635600332333704	0.165256086406763
Median_plasm_AreaShape_Zernike_7_7	-1.93100596119455	0.0630621253339878	0.165256086406763
cancer_glrlm_GrayLevelNonUniformityNormalized	1.92947849828895	0.0642345994648695	0.166316971228542
StDev_plasm_AreaShape_Zernike_5_3	-1.89374666503544	0.0693794860690286	0.178895864905264
Mean_nuclei_AreaShape_Zernike_6_0	1.88083290551089	0.070144354377456	0.180123774203838
Median_nuclei_AreaShape_Zernike_6_4	-1.86966912368082	0.0706796021581123	0.180754392404353
StDev_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_7_7	1.87763618364821	0.0709928974437764	0.180814563285373
cancer_gldm_LargeDependenceLowGrayLevelEmphasis	1.88548429185454	0.0717971905882096	0.182119702955458
Median_plasm_Intensity_UpperQuartileIntensity_Hematoxylin	1.85204501183257	0.0730287748102505	0.184493746889054
bladder_glszm_LargeAreaLowGrayLevelEmphasis	1.84560572242217	0.0750425393468537	0.185828174120872
bladder_glszm_SmallAreaHighGrayLevelEmphasis	-1.80126817536103	0.0748497065616481	0.185828174120872
cancer_glcm_Contrast	-1.79643617130679	0.0753437949560587	0.185828174120872
Mean_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_1_1	1.86068547842798	0.074157971083204	0.185828174120872
Median_nuclei_RadialDistribution_ZernikeMagnitude_Hematoxylin_4_2	1.85391610412007	0.0740417458395713	0.185828174120872
Median_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_1_1	1.85073388965905	0.0751780999466357	0.185828174120872
Mean_nuclei_RadialDistribution_ZernikePhase_Hematoxylin_6_2	1.83273609279413	0.0758175761347731	0.186260502000388
cancer_glcm_Idn	-1.8237301810734	0.0772299191239756	0.188986155032787
bladder_glcm_Idm	1.81111070684557	0.0800326945112354	0.194124008781759
bladder_glcm_Id	1.81346649404133	0.0798445045375634	0.194124008781759
Mean_nuclei_AreaShape_Zernike_9_3	1.81409438896561	0.0802628113232273	0.194124008781759
Median_nuclei_AreaShape_Zernike_6_6	1.81405913712236	0.0811683856043639	0.195556264930977
Median_nuclei_AreaShape_Zernike_3_3	-1.79819580904053	0.0827358514936051	0.197805254145631
StDev_nuclei_AreaShape_MajorAxisLength	-1.80130385750868	0.0826187605322005	0.197805254145631
Median_plasm_AreaShape_Zernike_2_2	-1.79648509325934	0.0833159597474271	0.198431904131277
cancer_glcm_SumEntropy	-1.78701169389291	0.084972541598067	0.200844189231795
Mean_plasm_Texture_InfoMeas1_Hematoxylin_3_00_256	1.79362180756195	0.0847018512655089	0.200844189231795
cancer_glcm_Correlation	-1.76599666118952	0.0865902511805533	0.203458606368195
Median_plasm_AreaShape_Eccentricity	1.77620907716082	0.0867307520736216	0.203458606368195
Mean_plasm_AreaShape_Zernike_4_4	-1.77701635053172	0.0875892394215957	0.204025072107886
Mean_plasm_AreaShape_Zernike_7_5	-1.7657545661332	0.0876261527642844	0.204025072107886
cancer_firstorder_MeanAbsoluteDeviation	-1.75932905472677	0.0879600106028129	0.204041065487566
bladder_gldm_LargeDependenceEmphasis	1.7632040515012	0.0894099838671408	0.205081840474521
cancer_firstorder_Entropy	-1.7513692133064	0.0907010013387655	0.205081840474521
