X_features,Y_features,association,p-values,q-values
cancer_shape_SurfaceArea,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.4770399793775777,1.4270172025535984e-08,2.2677220266486545e-05
cancer_shape_SurfaceArea,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.4882241282339707,5.793417343028079e-09,1.4517622283117424e-05
cancer_shape_SurfaceVolumeRatio,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,-0.404404527559055,2.4126849811443508e-06,0.0005353144801914
cancer_shape_SurfaceVolumeRatio,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,-0.4652172384701911,3.57528211255105e-08,4.0183252337619615e-05
cancer_shape_VoxelVolume,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.4763486595425571,1.5072007721539024e-08,2.2677220266486545e-05
cancer_shape_VoxelVolume,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.5022555774278215,1.7843047309536095e-09,6.130031237008979e-06
cancer_firstorder_Energy,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.3983877015373078,3.505645231209679e-06,0.0006711931993237
cancer_firstorder_Energy,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.4163678758905136,1.1228524320044816e-06,0.0003569665194282
cancer_firstorder_TotalEnergy,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.4884057461567303,5.707695816330281e-09,1.4517622283117424e-05
cancer_firstorder_TotalEnergy,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.5094382733408324,9.562456205684799e-10,4.073606343621725e-06
cancer_glcm_Idmn,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.2569717847769028,0.0035405956117075,0.0581006829964328
cancer_glcm_Idmn,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.2497656542932133,0.0046270439212317,0.0691015148271592
cancer_glcm_Idn,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.2083509092613423,0.0187412482406232,0.164324105909542
cancer_glcm_Idn,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.2023458005249343,0.0225231114815937,0.1830378765959352
cancer_glrlm_GrayLevelNonUniformity,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.3884573022122234,6.393458338248525e-06,0.0009886073510322
cancer_glrlm_GrayLevelNonUniformity,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.4138428008998874,1.3228389321054012e-06,0.0003890827873782
cancer_glrlm_LongRunHighGrayLevelEmphasis,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.2848237720284964,0.0011721909866054,0.0283965516231979
cancer_glrlm_LongRunHighGrayLevelEmphasis,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.3031437476565429,0.0005314776699486,0.0171004144560518
cancer_glrlm_RunLengthNonUniformity,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.4027523903262092,2.6753015404669435e-06,0.0005710898763639
cancer_glrlm_RunLengthNonUniformity,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.4222089426321709,7.645769744420155e-07,0.000283225905315
cancer_glszm_GrayLevelNonUniformity,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.4078552680914885,1.940888298250552e-06,0.0004654558911161
cancer_glszm_GrayLevelNonUniformity,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.4322096456692913,3.892988043449181e-07,0.0001822431765394
cancer_glszm_LargeAreaEmphasis,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.3378796400449943,0.0001023494894199,0.0059967828850201
cancer_glszm_LargeAreaEmphasis,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.3810461192350955,9.886912792408671e-06,0.0013182550389878
cancer_glszm_LargeAreaHighGrayLevelEmphasis,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.3584493344581926,3.504333908633763e-05,0.0030037147788289
cancer_glszm_LargeAreaHighGrayLevelEmphasis,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.3981240626171727,3.562918016753644e-06,0.0006747117341667
cancer_glszm_LargeAreaLowGrayLevelEmphasis,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.2583544244469441,0.0033605260904951,0.0562066790165259
cancer_glszm_LargeAreaLowGrayLevelEmphasis,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.2933012279715035,0.0008181752175799,0.0225666974871512
cancer_glszm_SizeZoneNonUniformity,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.4203523685799184,8.645920257551702e-07,0.0003043935561749
cancer_glszm_SizeZoneNonUniformity,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.4432948468773017,1.795456026975145e-07,0.0001176714257679
cancer_glszm_ZoneVariance,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.3371590269966254,0.0001061239433351,0.0061300067607811
cancer_glszm_ZoneVariance,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.3809230877390326,9.957837289870849e-06,0.0013240195095723
cancer_gldm_DependenceNonUniformity,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.394767060367454,4.374173751144178e-06,0.0007829403436921
cancer_gldm_DependenceNonUniformity,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.4177505155605549,1.025884717443165e-06,0.0003374725016453
cancer_gldm_GrayLevelNonUniformity,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.3778765935508061,1.1875048127419942e-05,0.0014944669135246
cancer_gldm_GrayLevelNonUniformity,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.4060273715785527,2.1786614061413774e-06,0.0004989837414065
cancer_gldm_LargeDependenceHighGrayLevelEmphasis,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,0.2632932602174728,0.0027826263780701,0.0497648546203982
cancer_gldm_LargeDependenceHighGrayLevelEmphasis,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,0.2874777371578552,0.0010486419563998,0.0263164343697405
cancer_gldm_SmallDependenceLowGrayLevelEmphasis,StDev_plasm_Texture_DifferenceVariance_Hematoxylin_3_00_256,-0.31214848143982,0.0003533855091225,0.0131663866204794
cancer_gldm_SmallDependenceLowGrayLevelEmphasis,StDev_plasm_Texture_InverseDifferenceMoment_Hematoxylin_3_00_256,-0.3361454818147731,0.0001116527067741,0.0063124158043522
